id,kind,label,layer,metrics,path,summary,tags
agent:27:recovery_execution_replay,agent_workflow,Agent27 recovery_execution_replay,agent_workflow,"{""agent_number"": 27}",experiments/run_agent27_recovery_execution_replay.py,,"[""agent"", ""recovery_execution_replay""]"
agent:28:recovery_online_control,agent_workflow,Agent28 recovery_online_control,agent_workflow,"{""agent_number"": 28}",experiments/run_agent28_recovery_online_control.py,,"[""agent"", ""recovery_online_control""]"
agent:29:project_synthesis,agent_workflow,Agent29 project_synthesis,agent_workflow,"{""agent_number"": 29}",experiments/run_agent29_project_synthesis.py,,"[""agent"", ""project_synthesis""]"
agent:30:field_data_interface,agent_workflow,Agent30 field_data_interface,agent_workflow,"{""agent_number"": 30}",experiments/run_agent30_field_data_interface.py,,"[""agent"", ""field_data_interface""]"
agent:31:deliverable_organization,agent_workflow,Agent31 deliverable_organization,agent_workflow,"{""agent_number"": 31}",experiments/run_agent31_deliverable_organization.py,,"[""agent"", ""deliverable_organization""]"
agent:32:presentation_assets,agent_workflow,Agent32 presentation_assets,agent_workflow,"{""agent_number"": 32}",experiments/run_agent32_presentation_assets.py,,"[""agent"", ""presentation_assets""]"
agent:33:presentation_deck,agent_workflow,Agent33 presentation_deck,agent_workflow,"{""agent_number"": 33}",experiments/run_agent33_presentation_deck.py,,"[""agent"", ""presentation_deck""]"
agent:34:field_calibration_gate,agent_workflow,Agent34 field_calibration_gate,agent_workflow,"{""agent_number"": 34}",experiments/run_agent34_field_calibration_gate.py,,"[""agent"", ""field_calibration_gate""]"
agent:35:model_realism_audit,agent_workflow,Agent35 model_realism_audit,agent_workflow,"{""agent_number"": 35}",experiments/run_agent35_model_realism_audit.py,,"[""agent"", ""model_realism_audit""]"
agent:36:soft_sensor_uncertainty_validation,agent_workflow,Agent36 soft_sensor_uncertainty_validation,agent_workflow,"{""agent_number"": 36}",experiments/run_agent36_soft_sensor_uncertainty_validation.py,,"[""agent"", ""soft_sensor_uncertainty_validation""]"
agent:37:knowledge_graph_curation,agent_workflow,Agent37 knowledge_graph_curation,agent_workflow,"{""agent_number"": 37}",experiments/run_agent37_knowledge_graph_curation.py,,"[""agent"", ""knowledge_graph_curation""]"
agent:38:literature_evidence,agent_workflow,Agent38 literature_evidence,agent_workflow,"{""agent_number"": 38}",experiments/run_agent38_literature_evidence.py,,"[""agent"", ""literature_evidence""]"
agent:39:soft_sensor_conformal_calibration,agent_workflow,Agent39 soft_sensor_conformal_calibration,agent_workflow,"{""agent_number"": 39}",experiments/run_agent39_soft_sensor_conformal_calibration.py,,"[""agent"", ""soft_sensor_conformal_calibration""]"
agent:40:grey_box_dynamic_latency,agent_workflow,Agent40 grey_box_dynamic_latency,agent_workflow,"{""agent_number"": 40}",experiments/run_agent40_grey_box_dynamic_latency.py,,"[""agent"", ""grey_box_dynamic_latency""]"
agent:41:matrix_shock_fast_proxy,agent_workflow,Agent41 matrix_shock_fast_proxy,agent_workflow,"{""agent_number"": 41}",experiments/run_agent41_matrix_shock_fast_proxy.py,,"[""agent"", ""matrix_shock_fast_proxy""]"
agent:42:timestamped_campaign_replay,agent_workflow,Agent42 timestamped_campaign_replay,agent_workflow,"{""agent_number"": 42}",experiments/run_agent42_timestamped_campaign_replay.py,,"[""agent"", ""timestamped_campaign_replay""]"
agent:43:field_replay_calibration_gate,agent_workflow,Agent43 field_replay_calibration_gate,agent_workflow,"{""agent_number"": 43}",experiments/run_agent43_field_replay_calibration_gate.py,,"[""agent"", ""field_replay_calibration_gate""]"
agent:44:field_replay_import,agent_workflow,Agent44 field_replay_import,agent_workflow,"{""agent_number"": 44}",experiments/run_agent44_field_replay_import.py,,"[""agent"", ""field_replay_import""]"
agent:45:field_replay_evidence_chain,agent_workflow,Agent45 field_replay_evidence_chain,agent_workflow,"{""agent_number"": 45}",experiments/run_agent45_field_replay_evidence_chain.py,,"[""agent"", ""field_replay_evidence_chain""]"
agent:46:soft_sensor_field_holdout_gate,agent_workflow,Agent46 soft_sensor_field_holdout_gate,agent_workflow,"{""agent_number"": 46}",experiments/run_agent46_soft_sensor_field_holdout_gate.py,,"[""agent"", ""soft_sensor_field_holdout_gate""]"
agent:47:weak_target_stratified_conformal,agent_workflow,Agent47 weak_target_stratified_conformal,agent_workflow,"{""agent_number"": 47}",experiments/run_agent47_weak_target_stratified_conformal.py,,"[""agent"", ""weak_target_stratified_conformal""]"
agent:48:sensor_network_sparse_placement,agent_workflow,Agent48 sensor_network_sparse_placement,agent_workflow,"{""agent_number"": 48}",experiments/run_agent48_sensor_network_sparse_placement.py,,"[""agent"", ""sensor_network_sparse_placement""]"
agent:49:multi_facility_collaborative_control,agent_workflow,Agent49 multi_facility_collaborative_control,agent_workflow,"{""agent_number"": 49}",experiments/run_agent49_multi_facility_collaborative_control.py,,"[""agent"", ""multi_facility_collaborative_control""]"
agent:50:model_core_governance,agent_workflow,Agent50 model_core_governance,agent_workflow,"{""agent_number"": 50}",experiments/run_agent50_model_core_governance.py,,"[""agent"", ""model_core_governance""]"
agent:51:catalyst_activity_proxy,agent_workflow,Agent51 catalyst_activity_proxy,agent_workflow,"{""agent_number"": 51}",experiments/run_agent51_catalyst_activity_proxy.py,,"[""agent"", ""catalyst_activity_proxy""]"
agent:52:multi_facility_replay_evaluation,agent_workflow,Agent52 multi_facility_replay_evaluation,agent_workflow,"{""agent_number"": 52}",experiments/run_agent52_multi_facility_replay_evaluation.py,,"[""agent"", ""multi_facility_replay_evaluation""]"
agent:53:minimal_grey_box_physics,agent_workflow,Agent53 minimal_grey_box_physics,agent_workflow,"{""agent_number"": 53}",experiments/run_agent53_minimal_grey_box_physics.py,,"[""agent"", ""minimal_grey_box_physics""]"
agent:54:soft_sensor_matrix_coupling,agent_workflow,Agent54 soft_sensor_matrix_coupling,agent_workflow,"{""agent_number"": 54}",experiments/run_agent54_soft_sensor_matrix_coupling.py,,"[""agent"", ""soft_sensor_matrix_coupling""]"
agent:55:engineering_execution_constraints,agent_workflow,Agent55 engineering_execution_constraints,agent_workflow,"{""agent_number"": 55}",experiments/run_agent55_engineering_execution_constraints.py,,"[""agent"", ""engineering_execution_constraints""]"
agent:56:knowledge_graph_reasoning,agent_workflow,Agent56 knowledge_graph_reasoning,agent_workflow,"{""agent_number"": 56}",experiments/run_agent56_knowledge_graph_reasoning.py,,"[""agent"", ""knowledge_graph_reasoning""]"
agent:57:main_chain_reconnection,agent_workflow,Agent57 main_chain_reconnection,agent_workflow,"{""agent_number"": 57}",experiments/run_agent57_main_chain_reconnection.py,,"[""agent"", ""main_chain_reconnection""]"
agent:58:field_validation_queue_alignment,agent_workflow,Agent58 field_validation_queue_alignment,agent_workflow,"{""agent_number"": 58}",experiments/run_agent58_field_validation_queue_alignment.py,,"[""agent"", ""field_validation_queue_alignment""]"
agent:59:claim_specific_field_package,agent_workflow,Agent59 claim_specific_field_package,agent_workflow,"{""agent_number"": 59}",experiments/run_agent59_claim_specific_field_package.py,,"[""agent"", ""claim_specific_field_package""]"
agent:60:agent_architecture_consolidation,agent_workflow,Agent60 agent_architecture_consolidation,agent_workflow,"{""agent_number"": 60}",experiments/run_agent60_agent_architecture_consolidation.py,,"[""agent"", ""agent_architecture_consolidation""]"
agent:61:pressure_resolution_replay_scenario_pack,agent_workflow,Agent61 pressure_resolution_replay_scenario_pack,agent_workflow,"{""agent_number"": 61}",experiments/run_agent61_pressure_resolution_replay_scenario_pack.py,,"[""agent"", ""pressure_resolution_replay_scenario_pack""]"
dir:outputs/agent10_catalyst_lifecycle,output_dir,agent10_catalyst_lifecycle,generated_artifact,{},outputs/agent10_catalyst_lifecycle,,"[""output"", ""agent""]"
dir:outputs/agent11_validation_planning,output_dir,agent11_validation_planning,generated_artifact,{},outputs/agent11_validation_planning,,"[""output"", ""agent""]"
dir:outputs/agent12_operations_scheduling,output_dir,agent12_operations_scheduling,generated_artifact,{},outputs/agent12_operations_scheduling,,"[""output"", ""agent""]"
dir:outputs/agent13_queue_planning,output_dir,agent13_queue_planning,generated_artifact,{},outputs/agent13_queue_planning,,"[""output"", ""agent""]"
dir:outputs/agent14_resource_expansion,output_dir,agent14_resource_expansion,generated_artifact,{},outputs/agent14_resource_expansion,,"[""output"", ""agent""]"
dir:outputs/agent15_long_term_economics,output_dir,agent15_long_term_economics,generated_artifact,{},outputs/agent15_long_term_economics,,"[""output"", ""agent""]"
dir:outputs/agent16_phased_implementation,output_dir,agent16_phased_implementation,generated_artifact,{},outputs/agent16_phased_implementation,,"[""output"", ""agent""]"
dir:outputs/agent17_implementation_stress_test,output_dir,agent17_implementation_stress_test,generated_artifact,{},outputs/agent17_implementation_stress_test,,"[""output"", ""agent""]"
dir:outputs/agent18_adaptive_portfolio,output_dir,agent18_adaptive_portfolio,generated_artifact,{},outputs/agent18_adaptive_portfolio,,"[""output"", ""agent""]"
dir:outputs/agent19_online_project_control,output_dir,agent19_online_project_control,generated_artifact,{},outputs/agent19_online_project_control,,"[""output"", ""agent""]"
dir:outputs/agent1_data_quality,output_dir,agent1_data_quality,generated_artifact,{},outputs/agent1_data_quality,,"[""output"", ""agent""]"
dir:outputs/agent20_campaign_telemetry,output_dir,agent20_campaign_telemetry,generated_artifact,{},outputs/agent20_campaign_telemetry,,"[""output"", ""agent""]"
dir:outputs/agent21_replanning_orchestrator,output_dir,agent21_replanning_orchestrator,generated_artifact,{},outputs/agent21_replanning_orchestrator,,"[""output"", ""agent""]"
dir:outputs/agent22_control_baseline_update,output_dir,agent22_control_baseline_update,generated_artifact,{},outputs/agent22_control_baseline_update,,"[""output"", ""agent""]"
dir:outputs/agent23_post_replan_replay,output_dir,agent23_post_replan_replay,generated_artifact,{},outputs/agent23_post_replan_replay,,"[""output"", ""agent""]"
dir:outputs/agent24_recovery_ramp,output_dir,agent24_recovery_ramp,generated_artifact,{},outputs/agent24_recovery_ramp,,"[""output"", ""agent""]"
dir:outputs/agent25_time_budget_recovery,output_dir,agent25_time_budget_recovery,generated_artifact,{},outputs/agent25_time_budget_recovery,,"[""output"", ""agent""]"
dir:outputs/agent26_recovery_strategy_writeback,output_dir,agent26_recovery_strategy_writeback,generated_artifact,{},outputs/agent26_recovery_strategy_writeback,,"[""output"", ""agent""]"
dir:outputs/agent27_recovery_execution_replay,output_dir,agent27_recovery_execution_replay,generated_artifact,{},outputs/agent27_recovery_execution_replay,,"[""output"", ""agent""]"
dir:outputs/agent28_recovery_online_control,output_dir,agent28_recovery_online_control,generated_artifact,{},outputs/agent28_recovery_online_control,,"[""output"", ""agent""]"
dir:outputs/agent29_project_synthesis,output_dir,agent29_project_synthesis,generated_artifact,{},outputs/agent29_project_synthesis,,"[""output"", ""agent""]"
dir:outputs/agent2_soft_sensor,output_dir,agent2_soft_sensor,generated_artifact,{},outputs/agent2_soft_sensor,,"[""output"", ""agent""]"
dir:outputs/agent30_field_data_interface,output_dir,agent30_field_data_interface,generated_artifact,{},outputs/agent30_field_data_interface,,"[""output"", ""agent""]"
dir:outputs/agent31_deliverable_organization,output_dir,agent31_deliverable_organization,generated_artifact,{},outputs/agent31_deliverable_organization,,"[""output"", ""agent""]"
dir:outputs/agent32_presentation_assets,output_dir,agent32_presentation_assets,generated_artifact,{},outputs/agent32_presentation_assets,,"[""output"", ""agent""]"
dir:outputs/agent33_presentation_deck,output_dir,agent33_presentation_deck,generated_artifact,{},outputs/agent33_presentation_deck,,"[""output"", ""agent""]"
dir:outputs/agent34_field_calibration_gate,output_dir,agent34_field_calibration_gate,generated_artifact,{},outputs/agent34_field_calibration_gate,,"[""output"", ""agent""]"
dir:outputs/agent35_model_realism_audit,output_dir,agent35_model_realism_audit,generated_artifact,{},outputs/agent35_model_realism_audit,,"[""output"", ""agent""]"
dir:outputs/agent36_soft_sensor_uncertainty_validation,output_dir,agent36_soft_sensor_uncertainty_validation,generated_artifact,{},outputs/agent36_soft_sensor_uncertainty_validation,,"[""output"", ""agent""]"
dir:outputs/agent37_knowledge_graph_curation,output_dir,agent37_knowledge_graph_curation,generated_artifact,{},outputs/agent37_knowledge_graph_curation,,"[""output"", ""agent""]"
dir:outputs/agent38_literature_evidence,output_dir,agent38_literature_evidence,generated_artifact,{},outputs/agent38_literature_evidence,,"[""output"", ""agent""]"
dir:outputs/agent39_soft_sensor_conformal_calibration,output_dir,agent39_soft_sensor_conformal_calibration,generated_artifact,{},outputs/agent39_soft_sensor_conformal_calibration,,"[""output"", ""agent""]"
dir:outputs/agent3_mechanism,output_dir,agent3_mechanism,generated_artifact,{},outputs/agent3_mechanism,,"[""output"", ""agent""]"
dir:outputs/agent40_grey_box_dynamic_latency,output_dir,agent40_grey_box_dynamic_latency,generated_artifact,{},outputs/agent40_grey_box_dynamic_latency,,"[""output"", ""agent""]"
dir:outputs/agent41_matrix_shock_fast_proxy,output_dir,agent41_matrix_shock_fast_proxy,generated_artifact,{},outputs/agent41_matrix_shock_fast_proxy,,"[""output"", ""agent""]"
dir:outputs/agent42_timestamped_campaign_replay,output_dir,agent42_timestamped_campaign_replay,generated_artifact,{},outputs/agent42_timestamped_campaign_replay,,"[""output"", ""agent""]"
dir:outputs/agent43_field_replay_calibration_gate,output_dir,agent43_field_replay_calibration_gate,generated_artifact,{},outputs/agent43_field_replay_calibration_gate,,"[""output"", ""agent""]"
dir:outputs/agent44_field_replay_import,output_dir,agent44_field_replay_import,generated_artifact,{},outputs/agent44_field_replay_import,,"[""output"", ""agent""]"
dir:outputs/agent45_field_replay_evidence_chain,output_dir,agent45_field_replay_evidence_chain,generated_artifact,{},outputs/agent45_field_replay_evidence_chain,,"[""output"", ""agent""]"
dir:outputs/agent46_soft_sensor_field_holdout_gate,output_dir,agent46_soft_sensor_field_holdout_gate,generated_artifact,{},outputs/agent46_soft_sensor_field_holdout_gate,,"[""output"", ""agent""]"
dir:outputs/agent47_weak_target_stratified_conformal,output_dir,agent47_weak_target_stratified_conformal,generated_artifact,{},outputs/agent47_weak_target_stratified_conformal,,"[""output"", ""agent""]"
dir:outputs/agent48_sensor_network_sparse_placement,output_dir,agent48_sensor_network_sparse_placement,generated_artifact,{},outputs/agent48_sensor_network_sparse_placement,,"[""output"", ""agent""]"
dir:outputs/agent49_multi_facility_collaborative_control,output_dir,agent49_multi_facility_collaborative_control,generated_artifact,{},outputs/agent49_multi_facility_collaborative_control,,"[""output"", ""agent""]"
dir:outputs/agent4_fault_diagnosis,output_dir,agent4_fault_diagnosis,generated_artifact,{},outputs/agent4_fault_diagnosis,,"[""output"", ""agent""]"
dir:outputs/agent50_model_core_governance,output_dir,agent50_model_core_governance,generated_artifact,{},outputs/agent50_model_core_governance,,"[""output"", ""agent""]"
dir:outputs/agent51_catalyst_activity_proxy,output_dir,agent51_catalyst_activity_proxy,generated_artifact,{},outputs/agent51_catalyst_activity_proxy,,"[""output"", ""agent""]"
dir:outputs/agent52_multi_facility_replay_evaluation,output_dir,agent52_multi_facility_replay_evaluation,generated_artifact,{},outputs/agent52_multi_facility_replay_evaluation,,"[""output"", ""agent""]"
dir:outputs/agent53_minimal_grey_box_physics,output_dir,agent53_minimal_grey_box_physics,generated_artifact,{},outputs/agent53_minimal_grey_box_physics,,"[""output"", ""agent""]"
dir:outputs/agent54_soft_sensor_matrix_coupling,output_dir,agent54_soft_sensor_matrix_coupling,generated_artifact,{},outputs/agent54_soft_sensor_matrix_coupling,,"[""output"", ""agent""]"
dir:outputs/agent55_engineering_execution_constraints,output_dir,agent55_engineering_execution_constraints,generated_artifact,{},outputs/agent55_engineering_execution_constraints,,"[""output"", ""agent""]"
dir:outputs/agent56_knowledge_graph_reasoning,output_dir,agent56_knowledge_graph_reasoning,generated_artifact,{},outputs/agent56_knowledge_graph_reasoning,,"[""output"", ""agent""]"
dir:outputs/agent57_main_chain_reconnection,output_dir,agent57_main_chain_reconnection,generated_artifact,{},outputs/agent57_main_chain_reconnection,,"[""output"", ""agent""]"
dir:outputs/agent58_field_validation_queue_alignment,output_dir,agent58_field_validation_queue_alignment,generated_artifact,{},outputs/agent58_field_validation_queue_alignment,,"[""output"", ""agent""]"
dir:outputs/agent59_claim_specific_field_package,output_dir,agent59_claim_specific_field_package,generated_artifact,{},outputs/agent59_claim_specific_field_package,,"[""output"", ""agent""]"
dir:outputs/agent5_control_strategy,output_dir,agent5_control_strategy,generated_artifact,{},outputs/agent5_control_strategy,,"[""output"", ""agent""]"
dir:outputs/agent60_agent_architecture_consolidation,output_dir,agent60_agent_architecture_consolidation,generated_artifact,{},outputs/agent60_agent_architecture_consolidation,,"[""output"", ""agent""]"
dir:outputs/agent61_pressure_resolution_replay_scenario_pack,output_dir,agent61_pressure_resolution_replay_scenario_pack,generated_artifact,{},outputs/agent61_pressure_resolution_replay_scenario_pack,,"[""output"", ""agent""]"
dir:outputs/agent6_cost_safety,output_dir,agent6_cost_safety,generated_artifact,{},outputs/agent6_cost_safety,,"[""output"", ""agent""]"
file:README.md,file,README.md,project_root,"{""lines"": 233, ""size_bytes"": 68655}",README.md,低成本传感循环式水处理智能闭环项目,"[""readme""]"
file:_总目录.md,file,_总目录.md,project_root,"{""lines"": 57, ""size_bytes"": 3287}",_总目录.md,低成本传感循环式水处理智能闭环项目,[]
file:deliverables/README.md,referenced_path,README.md,deliverable,"{""lines"": 562, ""size_bytes"": 107561}",deliverables/README.md,项目成果包入口,"[""readme""]"
file:deliverables/_目录说明.md,file,_目录说明.md,deliverable,"{""lines"": 14, ""size_bytes"": 528}",deliverables/_目录说明.md,deliverables 目录说明,[]
file:deliverables/artifact_index.md,file,artifact_index.md,deliverable,"{""lines"": 168, ""size_bytes"": 24611}",deliverables/artifact_index.md,成果索引,"[""artifact"", ""index""]"
file:deliverables/calibration_task_board.md,referenced_path,calibration_task_board.md,deliverable,"{""lines"": 22, ""size_bytes"": 5036}",deliverables/calibration_task_board.md,实证校准任务板,"[""board"", ""calibration"", ""task""]"
file:deliverables/catalyst_activity_proxy.md,referenced_path,catalyst_activity_proxy.md,deliverable,"{""lines"": 77, ""size_bytes"": 6211}",deliverables/catalyst_activity_proxy.md,催化剂活性代理观测设计,"[""activity"", ""catalyst"", ""proxy""]"
file:deliverables/claim_specific_field_package.md,referenced_path,claim_specific_field_package.md,deliverable,"{""lines"": 35, ""size_bytes"": 7465}",deliverables/claim_specific_field_package.md,Claim-Specific 现场采集包,"[""claim"", ""field"", ""package"", ""specific""]"
file:deliverables/codegraph/codegraph_summary.md,referenced_path,codegraph_summary.md,deliverable,{},deliverables/codegraph/codegraph_summary.md,,"[""codegraph"", ""summary""]"
file:deliverables/codegraph/project_codegraph.json,referenced_path,project_codegraph.json,deliverable,{},deliverables/codegraph/project_codegraph.json,,"[""codegraph"", ""project""]"
file:deliverables/codegraph/project_codegraph_edges.csv,referenced_path,project_codegraph_edges.csv,deliverable,{},deliverables/codegraph/project_codegraph_edges.csv,,"[""codegraph"", ""edges"", ""project""]"
file:deliverables/codegraph/project_codegraph_nodes.csv,referenced_path,project_codegraph_nodes.csv,deliverable,{},deliverables/codegraph/project_codegraph_nodes.csv,,"[""codegraph"", ""nodes"", ""project""]"
file:deliverables/codegraph/scan_shortcuts.md,referenced_path,scan_shortcuts.md,deliverable,{},deliverables/codegraph/scan_shortcuts.md,,"[""scan"", ""shortcuts""]"
file:deliverables/deck_claim_spine.md,referenced_path,deck_claim_spine.md,deliverable,"{""lines"": 66, ""size_bytes"": 3172}",deliverables/deck_claim_spine.md,正式汇报 Claim Spine,"[""claim"", ""deck"", ""spine""]"
file:deliverables/deck_design_system.md,referenced_path,deck_design_system.md,deliverable,"{""lines"": 29, ""size_bytes"": 795}",deliverables/deck_design_system.md,正式 PPT 设计系统,"[""deck"", ""design"", ""system""]"
file:deliverables/deck_qa_checklist.md,referenced_path,deck_qa_checklist.md,deliverable,"{""lines"": 8, ""size_bytes"": 643}",deliverables/deck_qa_checklist.md,PPTX QA 检查清单,"[""checklist"", ""deck"", ""qa""]"
file:deliverables/engineering_execution_constraints.md,referenced_path,engineering_execution_constraints.md,deliverable,"{""lines"": 34, ""size_bytes"": 1972}",deliverables/engineering_execution_constraints.md,工程执行约束进入 Reward 与仲裁,"[""constraints"", ""engineering"", ""execution""]"
file:deliverables/executive_brief.md,referenced_path,executive_brief.md,deliverable,"{""lines"": 13, ""size_bytes"": 1622}",deliverables/executive_brief.md,执行摘要,"[""brief"", ""executive""]"
file:deliverables/field_calibration_protocol.md,referenced_path,field_calibration_protocol.md,deliverable,"{""lines"": 62, ""size_bytes"": 2911}",deliverables/field_calibration_protocol.md,现场实证校准协议,"[""calibration"", ""field"", ""protocol""]"
file:deliverables/field_calibration_runbook.md,referenced_path,field_calibration_runbook.md,deliverable,"{""lines"": 28, ""size_bytes"": 1685}",deliverables/field_calibration_runbook.md,现场校准运行手册,"[""calibration"", ""field"", ""runbook""]"
file:deliverables/field_data_acceptance_gates.md,referenced_path,field_data_acceptance_gates.md,deliverable,"{""lines"": 12, ""size_bytes"": 2098}",deliverables/field_data_acceptance_gates.md,现场数据验收门,"[""acceptance"", ""data"", ""field"", ""gates""]"
file:deliverables/field_replay_calibration_gate.md,referenced_path,field_replay_calibration_gate.md,deliverable,"{""lines"": 46, ""size_bytes"": 3900}",deliverables/field_replay_calibration_gate.md,Field Replay Calibration Gate,"[""calibration"", ""field"", ""gate"", ""replay""]"
file:deliverables/field_replay_evidence_chain.md,referenced_path,field_replay_evidence_chain.md,deliverable,"{""lines"": 35, ""size_bytes"": 2718}",deliverables/field_replay_evidence_chain.md,Field Replay Evidence Chain,"[""chain"", ""evidence"", ""field"", ""replay""]"
file:deliverables/field_replay_import_protocol.md,referenced_path,field_replay_import_protocol.md,deliverable,"{""lines"": 73, ""size_bytes"": 5658}",deliverables/field_replay_import_protocol.md,Field Replay Import Protocol,"[""field"", ""import"", ""protocol"", ""replay""]"
file:deliverables/field_validation_queue_alignment.md,referenced_path,field_validation_queue_alignment.md,deliverable,"{""lines"": 42, ""size_bytes"": 4497}",deliverables/field_validation_queue_alignment.md,现场验证队列对齐,"[""alignment"", ""field"", ""queue"", ""validation""]"
file:deliverables/figure_specs.md,referenced_path,figure_specs.md,deliverable,"{""lines"": 109, ""size_bytes"": 2988}",deliverables/figure_specs.md,图表素材规格,"[""figure"", ""specs""]"
file:deliverables/grey_box_dynamic_latency.md,referenced_path,grey_box_dynamic_latency.md,deliverable,"{""lines"": 36, ""size_bytes"": 2966}",deliverables/grey_box_dynamic_latency.md,灰箱动态延迟审计,"[""box"", ""dynamic"", ""grey"", ""latency""]"
file:deliverables/key_metrics_table.md,referenced_path,key_metrics_table.md,deliverable,"{""lines"": 14, ""size_bytes"": 1465}",deliverables/key_metrics_table.md,关键数值表,"[""key"", ""metrics"", ""table""]"
file:deliverables/knowledge_graph_curation.md,referenced_path,knowledge_graph_curation.md,deliverable,"{""lines"": 46, ""size_bytes"": 3135}",deliverables/knowledge_graph_curation.md,知识图谱策展审计,"[""curation"", ""graph"", ""knowledge"", ""knowledge_graph""]"
file:deliverables/knowledge_graph_reasoning.md,referenced_path,knowledge_graph_reasoning.md,deliverable,"{""lines"": 33, ""size_bytes"": 2199}",deliverables/knowledge_graph_reasoning.md,可推理知识图谱与主链回接,"[""graph"", ""knowledge"", ""knowledge_graph"", ""reasoning""]"
file:deliverables/knowledge_graph_schema.md,referenced_path,knowledge_graph_schema.md,deliverable,"{""lines"": 38, ""size_bytes"": 2666}",deliverables/knowledge_graph_schema.md,Scientific Knowledge Graph Schema,"[""graph"", ""knowledge"", ""knowledge_graph"", ""schema""]"
